hour,run_id,pipeline,call_count,tokens_total,tokens_input,tokens_output,tokens_cached,models,source_type
2026-03-04 00:00,106a149105234173b0e2bb3c13d30e81,recipe.final.v1,26,1534994,1459560,75434,1231616,gpt-5.3-codex-spark,worker
2026-03-03 23:00,cc591f840e8043838932c52b9fa106d0,recipe.chunking.v1,36,491164,462586,28578,33792,gpt-5.3-codex-spark,worker
2026-03-03 23:00,500f1e5e52374d7d8194ee72e50c5e23,recipe.schemaorg.v1,36,514474,393562,120912,73472,gpt-5.3-codex-spark,worker
2026-03-03 23:00,f4c357161903493aa0b684040bf6d1e8,recipe.final.v1,20,892692,829296,63396,671488,gpt-5.3-codex-spark,worker
2026-03-03 22:00,0aebb0d8a73644e78c77355005fc9144,recipe.schemaorg.v1,24,316558,221528,95030,101376,gpt-5.2,worker
2026-03-03 22:00,98631910ff9b48dc9e301913cd0bb346,recipe.chunking.v1,40,650590,553322,97268,197376,gpt-5.2,worker
2026-03-03 22:00,fefb300137de4d438c89f6b9393bb43a,recipe.schemaorg.v1,36,1172728,700002,472726,411648,gpt-5.2,worker
2026-03-03 22:00,fee9de2234c34e95bc62888838247877,recipe.final.v1,96,201126,201126,0,0,gpt-5.2,worker
2026-03-03 21:00,2d23ff44050c4532956b9354662d5cab,recipe.final.v1,12,545408,514334,31074,462592,gpt-5.2,worker
2026-03-03 21:00,19211a45041645d8b44d1f88d0c402b5,recipe.chunking.v1,38,648928,538144,110784,214528,gpt-5.2,worker
2026-03-03 21:00,0aebb0d8a73644e78c77355005fc9144,recipe.schemaorg.v1,48,522184,368982,153202,107520,gpt-5.2,worker
2026-03-03 20:00,8ecd7ef90f484427a2b699e977d995a2,recipe.chunking.v1,36,537656,462586,75070,172544,gpt-5.3-codex-spark,worker
2026-03-03 20:00,2f944b61bc4c467bab8f725e9cb62004,recipe.schemaorg.v1,36,706646,409590,297056,203264,gpt-5.3-codex-spark,worker
2026-03-03 20:00,15cfc7886e6043acb70d1e926d8459fb,recipe.final.v1,34,27595736,27103328,492408,25545728,gpt-5.3-codex-spark,worker
2026-03-03 20:00,1d89f9590955471b840e396cde65dedb,recipe.chunking.v1,36,511310,462586,48724,56320,gpt-5.3-codex-spark,worker
2026-03-03 20:00,d943f3c1a9be48af827090cf557f83b9,recipe.schemaorg.v1,36,577532,400320,177212,67584,gpt-5.3-codex-spark,worker
2026-03-03 20:00,403d69d9de08443abbc17aee3bd26687,recipe.final.v1,34,16806256,16515126,291130,15338240,gpt-5.3-codex-spark,worker
2026-03-03 20:00,62d9e52fec8843d6966609a433316438,recipe.chunking.v1,36,521660,462586,59074,198400,gpt-5.3-codex-spark,worker
2026-03-03 20:00,6ba319c3f218418788845cfb36102992,recipe.schemaorg.v1,36,544574,378566,166008,177408,gpt-5.3-codex-spark,worker
2026-03-03 20:00,fc99e49a3ab64f5bbe4f3e9966629f36,recipe.chunking.v1,36,491848,462586,29262,67584,gpt-5.3-codex-spark,worker
2026-03-03 20:00,329acf9f6c8645b787533751cb87e8f1,recipe.schemaorg.v1,36,507666,390886,116780,56320,gpt-5.3-codex-spark,worker
2026-03-03 20:00,4b16710fb19147899087d2201116196a,recipe.final.v1,24,2463250,2377770,85480,2042368,gpt-5.3-codex-spark,worker
2026-03-03 20:00,3d1b1abcb7b8407b852fa048a01b8fa9,recipe.chunking.v1,36,543292,522994,20298,188928,gpt-5.2,worker
2026-03-03 20:00,853d00ab001c49d19d58bd782491d5eb,recipe.schemaorg.v1,36,551788,449008,102780,171264,gpt-5.2,worker
2026-03-03 20:00,2d23ff44050c4532956b9354662d5cab,recipe.final.v1,28,2858906,2743690,115216,2490112,gpt-5.2,worker
2026-03-03 19:00,19b7927c4e4e47cabdb56f34d9a2d494,recipe.chunking.v1,36,539332,462586,76746,173056,gpt-5.3-codex-spark,worker
2026-03-03 19:00,69ccfb6766d54f8b92b7683ce717687a,recipe.schemaorg.v1,36,676220,403604,272616,127744,gpt-5.3-codex-spark,worker
2026-03-03 19:00,776f8488e9bb42ce93f4385bb51f9fa0,recipe.final.v1,22,26614474,26292902,321572,24657408,gpt-5.3-codex-spark,worker
2026-03-03 18:00,901966ed44194a318397c59b3a767004,recipe.chunking.v1,36,497668,462586,35082,51712,gpt-5.3-codex-spark,worker
2026-03-03 18:00,f0518bf80d8947ba9ad6534a39c3166e,recipe.schemaorg.v1,36,393834,309678,84156,45056,gpt-5.3-codex-spark,worker
2026-03-03 18:00,1caeac451da44655993da4c3a0967c10,recipe.final.v1,14,1738992,1683394,55598,1481728,gpt-5.3-codex-spark,worker
2026-03-03 18:00,4fa7a4eb482740a287fd4c697639eef5,recipe.chunking.v1,36,530268,462586,67682,112640,gpt-5.3-codex-spark,worker
2026-03-03 18:00,af72147b46a04b53bf76ecae49474dad,recipe.schemaorg.v1,36,512546,320728,191818,112640,gpt-5.3-codex-spark,worker
2026-03-03 18:00,4e6277e014314ab395a24f1d255498e2,recipe.final.v1,18,11071208,10897340,173868,10168064,gpt-5.3-codex-spark,worker
2026-03-03 18:00,10adda0f2a2d401aa8b7dd519cb487c3,recipe.chunking.v1,36,586384,462586,123798,45056,gpt-5.3-codex-spark,worker
2026-03-03 18:00,439f910139694cdc9138e413a0385e2e,recipe.schemaorg.v1,36,537866,320702,217164,56320,gpt-5.3-codex-spark,worker
2026-03-03 18:00,d7c2318c18ac447a89f6b8818fa62ef3,recipe.final.v1,22,11551602,11296156,255446,10601472,gpt-5.3-codex-spark,worker
2026-03-03 17:00,d9b738978c224f5a9150d0e75d34afca,recipe.chunking.v1,38,544352,480354,63998,50176,gpt-5.3-codex-spark,worker
2026-03-03 17:00,be904708f6594708ba554b9b4a4e67a1,recipe.schemaorg.v1,38,527704,334440,193264,67584,gpt-5.3-codex-spark,worker
2026-03-03 17:00,fe7544027f424e9387c6322110155410,recipe.final.v1,38,38304740,37856178,448562,35755008,gpt-5.3-codex-spark,worker
2026-03-03 06:00,80e7017409b44ec3b95e47cad8c5e8e9,recipe.chunking.v1,38,562076,480354,81722,191488,gpt-5.3-codex-spark,worker
2026-03-03 06:00,525fa96cc9a84b34b997a9cb2ef344b3,recipe.schemaorg.v1,38,443150,293066,150084,191488,gpt-5.3-codex-spark,worker
2026-03-03 06:00,378ae009bfbd4018a76c2ba140ddc74a,recipe.final.v1,38,29494740,29047084,447656,27317504,gpt-5.3-codex-spark,worker
2026-03-03 05:00,ff193703e7a14121a4daba9520bcdd81,recipe.chunking.v1,106,1798560,1602004,196556,526080,gpt-5.3-codex-spark,worker
2026-03-03 05:00,3980bec3102540d8b2b3c64356386879,recipe.schemaorg.v1,92,933224,678310,254914,458496,gpt-5.3-codex-spark,worker
2026-03-03 05:00,a9b5d4d7b6194ca4b0f54b58968d7076,recipe.final.v1,52,24636620,24274936,361684,22861312,gpt-5.3-codex-spark,worker
2026-03-03 04:00,caa5ebfeb30342bcb364396fad280800,recipe.chunking.v1,38,548162,480354,67808,90112,gpt-5.3-codex-spark,worker
2026-03-03 04:00,241202f60041442e9bd4fad65655917c,recipe.schemaorg.v1,38,468892,303026,165866,59648,gpt-5.3-codex-spark,worker
2026-03-03 04:00,77538cd646d8437bb475b5761aa40726,recipe.final.v1,38,26313330,25901148,412182,24143616,gpt-5.3-codex-spark,worker
2026-03-03 04:00,d9669c3daccc49178a926b874ffe2923,recipe.chunking.v1,38,548816,480354,68462,161536,gpt-5.3-codex-spark,worker
2026-03-03 04:00,784d111e8bb54e0ebb74306339790b37,recipe.schemaorg.v1,38,476050,300314,175736,177664,gpt-5.3-codex-spark,worker
2026-03-03 04:00,58b41c5e5b6c401fb39a46edde6cf506,recipe.final.v1,32,37080568,36644002,436566,34751744,gpt-5.3-codex-spark,worker
2026-03-03 02:00,eb788fb58c834470b13c7917d2b90c03,recipe.chunking.v1,78,1303746,1185928,117818,360448,gpt-5.3-codex-spark,worker
2026-03-03 02:00,c23c86364f134f309e63e448c0299b9d,recipe.schemaorg.v1,78,810520,560208,250312,360448,gpt-5.3-codex-spark,worker
2026-03-03 02:00,e18752bf0359403198f9c42d07aa7f53,recipe.final.v1,74,36238580,35669228,569352,33445888,gpt-5.3-codex-spark,worker
2026-02-28 07:00,1ce683a574bb4abcb935ef0257f2107a,recipe.chunking.v1,168,13894398,13367262,527136,11491072,gpt-5.3-codex-spark,worker
